847	335
847	335
847	335
847	335
847	335
847	335
847	335
844	332
733	246
610	175
446	78
391	46
361	28
350	20
334	4
326	-3
324	-5
324	-5
333	8
343	25
357	39
363	46
372	58
374	61
376	61
376	61
376	61
376	61
376	61
376	61
376	61
381	73
392	86
410	107
415	115
422	130
426	141
429	149
430	150
430	150
430	150
430	150
430	150
430	150
430	150
430	150
429	150
400	140
322	106
217	64
181	49
161	33
157	30
157	29
157	28
157	28
157	28
162	28
179	39
196	49
206	55
208	57
209	57
209	57
209	57
209	57
209	57
209	57
209	57
209	57
211	68
232	109
312	206
364	257
399	295
408	305
413	309
413	310
414	310
414	310
414	310
423	315
429	320
432	324
433	326
433	326
433	326
433	326
433	326
433	326
433	326
433	326
