456	325
456	325
456	325
455	325
462	305
497	255
568	195
599	179
624	174
636	172
649	168
655	167
659	167
661	167
664	166
664	166
664	166
668	165
668	165
668	165
668	165
668	165
668	165
668	165
668	165
663	165
553	153
420	149
238	156
125	163
99	163
85	163
81	163
73	163
64	163
53	159
52	157
51	157
50	155
50	152
50	152
50	152
50	152
50	152
50	152
50	152
50	152
50	159
49	177
49	193
49	203
49	219
49	223
49	225
49	225
49	226
49	226
49	226
49	226
49	226
49	226
49	226
49	226
49	226
49	226
49	226
49	226
49	226
80	199
159	159
313	103
387	75
437	55
459	48
479	43
481	43
481	43
482	43
484	43
484	43
483	43
479	43
472	43
468	43
466	43
463	43
461	43
461	43
461	43
461	43
461	43
461	43
461	43
461	43
461	43
461	43
461	43
444	88
431	138
423	224
423	275
424	316
425	327
427	333
427	333
428	333
428	333
428	332
428	331
428	330
428	330
428	330
428	330
428	330
428	330
428	330
