480	321
480	321
480	321
480	321
480	315
486	287
499	258
506	247
514	239
518	235
522	230
523	230
523	230
523	230
523	230
523	230
523	230
523	230
523	230
523	230
523	230
523	230
523	217
524	193
551	125
568	96
578	82
581	80
584	80
584	80
584	79
584	79
585	77
585	73
586	60
589	33
590	29
590	29
590	29
591	33
592	34
592	34
592	34
592	34
592	34
592	34
592	34
592	34
592	34
592	34
588	34
455	39
326	69
180	118
133	133
101	137
96	138
96	139
96	139
96	140
96	140
96	140
96	140
97	140
104	140
108	140
111	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
112	140
117	137
144	120
277	81
387	55
512	34
542	34
558	36
559	36
564	38
567	38
568	39
568	39
578	39
580	39
580	39
581	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
587	39
573	40
427	78
310	115
184	146
147	153
138	154
116	157
99	157
89	157
89	156
90	155
94	155
100	154
108	153
119	153
125	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
128	153
131	152
143	144
269	93
406	60
553	33
586	31
604	32
613	34
616	34
617	34
617	34
619	34
619	34
619	34
619	34
619	34
619	34
619	34
619	34
619	34
619	34
628	33
668	31
713	29
721	29
724	29
725	29
728	29
728	29
729	29
732	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
735	29
732	29
711	33
665	37
616	42
607	43
604	44
604	44
604	44
604	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
602	45
600	49
568	114
532	182
483	271
467	302
462	311
462	313
459	319
455	327
452	334
451	334
451	334
451	334
451	334
451	334
451	334
451	334
451	334
