433	326
433	326
433	326
433	326
433	326
433	325
381	281
290	220
154	131
110	89
82	57
76	52
67	47
67	46
67	46
67	46
67	46
67	46
67	46
67	46
67	46
67	46
67	46
67	46
67	46
67	46
72	46
178	49
289	49
433	38
482	40
502	43
505	43
507	43
507	43
509	43
513	43
513	43
513	42
513	42
513	42
513	42
513	42
513	42
513	42
513	42
538	42
561	42
589	42
600	42
604	42
604	42
604	42
604	42
604	42
604	42
604	42
604	42
604	42
604	42
603	44
594	52
535	70
400	123
309	159
244	191
236	197
229	207
224	215
218	221
218	222
218	225
217	228
215	231
215	232
215	236
215	236
215	236
215	236
215	236
215	236
215	236
216	235
260	217
343	192
464	164
504	157
532	154
541	152
546	151
551	151
557	151
559	151
559	151
572	152
583	152
594	152
598	152
598	152
598	152
598	152
598	152
598	152
598	152
590	161
559	192
511	251
487	281
469	312
465	319
464	320
464	320
464	320
464	320
464	320
464	320
464	320
464	320
464	320
464	320
